student_id,course_category,login_frequency_per_week,avg_session_minutes,course_progress_percent,assignments_completed,quiz_average_score,forum_interactions,video_watch_percent,device_type,dropout_risk
916,AI & ML,8,177,56,9,55.09,1,31,Desktop,Low
917,Business,9,12,12,3,81.68,22,44,Tablet,Medium
918,Data Science,7,126,22,1,86.17,29,44,Tablet,Low
919,AI & ML,5,108,82,3,54.69,2,23,Tablet,High
920,Design,8,161,100,11,42.97,45,23,Mobile,Medium
921,Business,4,28,38,7,90.93,38,28,Tablet,Low
922,AI & ML,2,155,87,4,40.6,46,34,Desktop,Low
923,AI & ML,11,125,79,4,96.23,48,45,Desktop,Low
924,AI & ML,12,134,96,11,77.66,0,98,Mobile,Medium
925,Business,6,97,11,11,59.31,40,90,Tablet,Medium
926,Business,9,44,33,9,54.79,21,51,Tablet,High
927,Programming,1,10,70,2,40.54,28,95,Mobile,Low
928,Design,11,162,74,7,54.13,13,71,Mobile,Low
929,Data Science,10,135,30,5,48.26,47,51,Tablet,Low
930,AI & ML,12,98,92,1,76.73,27,28,Tablet,Low
931,Programming,7,153,61,1,49.99,20,97,Desktop,Medium
932,Data Science,10,156,12,8,71.72,44,32,Tablet,Low
933,Programming,9,160,30,6,75.41,31,75,Tablet,Medium
934,Business,10,34,1,9,57.88,5,63,Desktop,Medium
935,AI & ML,9,25,14,8,42.1,0,49,Desktop,High
936,Data Science,10,82,56,5,42.24,20,35,Desktop,Low
937,Data Science,11,138,74,4,41.58,3,31,Desktop,High
938,Data Science,13,51,33,11,84.35,2,93,Mobile,High
939,Data Science,3,156,67,0,59.08,48,85,Desktop,High
940,Data Science,11,171,74,11,87.78,29,37,Mobile,Medium
941,Programming,13,89,28,5,65.9,30,32,Desktop,High
942,AI & ML,5,113,65,5,67.18,33,43,Desktop,Medium
943,Business,8,155,15,2,70.77,18,31,Desktop,Low
944,Business,8,43,38,2,82.78,19,79,Tablet,Medium
945,Business,4,98,76,2,56.41,22,79,Mobile,Medium
946,Business,12,134,36,2,47.3,39,20,Desktop,High
947,Programming,11,54,80,6,73.36,24,62,Tablet,Medium
948,Design,11,143,20,9,59.62,14,74,Mobile,Low
949,AI & ML,1,30,43,10,66.55,37,59,Mobile,Medium
950,Data Science,1,131,18,1,78.82,22,83,Tablet,High
951,Design,4,79,70,9,69.65,1,53,Mobile,Low
952,Business,6,105,7,9,77.22,14,53,Tablet,Low
953,Design,8,114,76,1,72.65,43,67,Desktop,Medium
954,AI & ML,6,57,100,2,84.39,34,52,Tablet,Low
955,Data Science,12,48,65,9,82.36,9,87,Mobile,Low
956,Data Science,9,40,40,11,72.05,13,49,Mobile,Low
957,AI & ML,9,19,74,6,80.73,26,98,Desktop,High
958,AI & ML,14,39,87,2,92.41,13,90,Tablet,Low
959,Business,2,27,69,6,65.94,34,90,Desktop,Low
960,Data Science,10,97,60,8,64.77,32,48,Tablet,Medium
961,Design,1,134,25,10,85.85,0,42,Tablet,High
962,Programming,2,82,70,9,74.95,33,53,Tablet,High
963,Programming,5,24,82,11,44.26,18,34,Desktop,Low
964,AI & ML,4,13,69,10,93.53,23,72,Desktop,High
965,Business,4,177,28,3,41.85,41,36,Mobile,Low
966,Programming,9,18,65,6,84.9,3,83,Desktop,Medium
967,Data Science,11,118,18,8,85.53,35,80,Tablet,Medium
968,AI & ML,8,146,67,7,97.19,12,76,Tablet,Low
969,Design,6,163,57,7,43.25,31,96,Tablet,Medium
970,AI & ML,1,141,69,8,75.81,8,56,Desktop,Low
971,Design,2,25,56,4,65.67,38,26,Mobile,High
972,AI & ML,6,152,36,4,59.84,15,27,Desktop,Low
973,AI & ML,11,108,60,2,45.42,49,97,Mobile,Medium
974,AI & ML,2,130,91,4,73.76,2,87,Desktop,Low
975,Design,13,61,29,7,68.74,19,40,Tablet,Low
976,Design,10,78,70,11,46.27,9,80,Mobile,High
977,AI & ML,5,14,72,4,76.75,21,93,Desktop,Medium
978,Programming,14,29,24,3,84.28,47,99,Tablet,High
979,Business,5,88,96,7,86.04,2,94,Mobile,Low
980,Business,6,155,64,6,94.32,10,48,Mobile,Low
981,Business,6,120,5,5,64.57,24,44,Tablet,Medium
982,Design,14,11,17,4,97.18,41,77,Tablet,Low
983,Design,6,102,9,4,91.93,47,33,Desktop,Low
984,Programming,14,22,91,9,57.79,7,97,Desktop,Medium
985,Business,2,13,10,1,49.56,8,85,Tablet,Low
986,Business,14,179,96,3,66.12,14,73,Desktop,Low
987,AI & ML,10,118,64,7,64.11,31,96,Tablet,Low
988,Design,14,83,76,7,74.54,2,86,Tablet,Medium
989,Business,13,104,100,10,75.0,3,49,Desktop,Medium
990,Programming,14,114,83,0,85.0,29,37,Desktop,Low
991,Programming,3,17,64,1,70.59,12,73,Mobile,Medium
992,Business,14,76,51,4,46.29,43,40,Mobile,Low
993,Design,6,119,66,8,91.5,20,72,Desktop,High
994,Programming,13,18,81,9,58.59,40,35,Desktop,High
995,AI & ML,8,126,77,10,98.28,45,47,Desktop,Medium
996,Programming,12,20,30,11,47.07,18,23,Mobile,Low
997,Data Science,13,108,90,10,97.5,38,74,Desktop,Medium
998,Data Science,11,51,16,6,45.46,47,34,Mobile,Medium
999,Design,12,150,54,9,53.86,21,83,Mobile,High
1000,Business,1,173,92,4,42.79,19,84,Mobile,High
1001,Design,1,129,35,0,82.31,36,35,Mobile,High
1002,Design,11,150,100,5,91.02,30,39,Tablet,Low
1003,Design,13,21,25,11,66.04,9,83,Desktop,High
1004,Design,2,46,52,7,95.71,17,52,Desktop,Medium
1005,AI & ML,11,83,16,6,75.42,42,100,Tablet,High
1006,AI & ML,12,82,85,1,77.8,38,88,Desktop,Low
1007,Programming,12,61,24,11,90.73,45,88,Mobile,Low
1008,Data Science,6,139,1,4,57.81,19,77,Tablet,Low
1009,Design,9,65,85,10,61.26,17,58,Mobile,Low
1010,Programming,4,69,4,3,94.36,10,96,Tablet,Low
1011,Data Science,3,32,3,8,94.06,21,55,Mobile,High
1012,Business,12,112,35,9,98.59,43,87,Desktop,Low
1013,AI & ML,8,49,5,0,94.11,17,40,Desktop,Low
1014,Data Science,11,73,20,11,47.64,33,82,Desktop,Low
1015,Business,10,94,76,5,89.42,22,25,Tablet,Low
1016,Data Science,14,160,100,2,64.59,0,43,Desktop,High
1017,AI & ML,9,166,88,10,99.45,9,72,Tablet,Low
1018,AI & ML,12,98,25,8,68.34,0,95,Mobile,Low
1019,Programming,11,40,54,4,73.23,37,97,Desktop,High
1020,Design,5,29,38,5,71.79,38,69,Mobile,High
1021,Data Science,9,139,83,10,59.3,48,31,Desktop,Low
1022,Data Science,2,162,32,8,44.5,8,75,Mobile,Medium
1023,Business,3,22,13,8,93.74,30,34,Tablet,Medium
1024,AI & ML,7,131,55,7,88.16,6,59,Desktop,Medium
1025,Data Science,7,112,99,8,48.37,16,60,Tablet,Low
1026,AI & ML,6,115,80,3,86.61,34,88,Tablet,High
1027,Data Science,6,128,20,5,77.55,47,88,Mobile,Low
1028,Programming,2,79,45,4,64.55,36,25,Desktop,Low
1029,Design,10,108,15,4,55.24,17,86,Tablet,Low
1030,Data Science,6,91,15,3,91.58,32,52,Mobile,Low
1031,AI & ML,4,84,83,1,82.01,3,62,Mobile,High
1032,Programming,12,127,28,11,72.86,22,40,Mobile,Medium
1033,Data Science,3,93,91,5,76.57,10,84,Desktop,Low
1034,Business,13,78,7,8,45.46,8,36,Desktop,Low
1035,Design,11,68,87,11,68.44,29,27,Mobile,Low
1036,Data Science,13,135,2,0,51.62,7,83,Desktop,High
1037,Programming,2,120,88,6,52.5,39,47,Mobile,Medium
1038,Business,1,71,18,5,79.68,4,32,Desktop,Medium
1039,Programming,11,153,96,2,94.68,11,32,Desktop,Medium
1040,Programming,11,137,65,0,64.23,0,57,Mobile,Medium
1041,Business,5,114,78,3,52.46,14,44,Mobile,Medium
1042,Programming,2,77,85,8,78.92,24,81,Desktop,Low
1043,Business,2,24,73,1,92.27,17,42,Mobile,High
1044,Data Science,7,44,81,2,84.9,37,40,Mobile,Medium
1045,Business,8,23,21,1,92.13,41,73,Mobile,Medium
1046,Business,13,111,45,1,72.19,45,82,Mobile,High
1047,Design,10,109,90,9,85.11,25,49,Desktop,High
1048,Business,8,16,12,10,48.4,39,94,Tablet,High
1049,Business,14,39,32,10,60.9,2,87,Desktop,High
1050,Data Science,4,58,4,7,63.37,21,95,Mobile,Low
1051,Design,14,153,89,2,70.68,25,92,Mobile,Low
1052,AI & ML,1,120,76,6,95.74,18,51,Desktop,Medium
1053,Data Science,11,81,26,7,92.46,43,94,Mobile,Low
1054,Data Science,7,89,77,2,48.07,43,43,Desktop,High
1055,AI & ML,1,92,23,1,50.37,46,26,Tablet,Medium
1056,Business,11,51,66,7,61.46,38,91,Mobile,Medium
1057,Programming,4,26,62,2,57.44,35,20,Tablet,High
1058,Design,8,16,93,6,76.89,20,22,Tablet,Low
1059,Programming,2,164,98,11,94.17,40,47,Mobile,Medium
1060,AI & ML,6,19,47,0,97.74,47,62,Mobile,Medium
1061,Data Science,13,43,62,11,79.22,25,65,Desktop,Low
1062,Data Science,6,45,77,5,90.29,12,20,Desktop,Low
1063,Design,12,162,11,11,71.51,35,57,Mobile,High
1064,Data Science,9,15,27,11,52.5,23,54,Desktop,Medium
1065,Data Science,5,161,43,8,71.48,40,93,Tablet,High
1066,Design,10,155,92,11,73.3,25,95,Tablet,Medium
1067,Design,4,143,42,2,84.55,20,93,Mobile,Low
1068,AI & ML,5,38,16,6,53.19,17,73,Desktop,Low
1069,Data Science,12,135,39,5,62.1,14,43,Mobile,Low
1070,Data Science,12,162,48,7,61.84,14,47,Tablet,High
1071,AI & ML,10,90,84,2,97.57,5,41,Mobile,Low
1072,Business,11,161,56,2,66.64,42,35,Mobile,High
1073,Business,5,84,86,3,85.31,30,32,Mobile,High
1074,Business,8,35,83,2,85.05,27,81,Mobile,High
1075,AI & ML,10,136,63,8,55.93,7,62,Tablet,Low
1076,Data Science,12,124,74,10,74.31,28,97,Mobile,High
1077,AI & ML,8,135,56,3,93.66,20,51,Mobile,Low
1078,AI & ML,2,37,97,5,68.51,16,86,Desktop,Low
1079,Business,7,140,73,7,96.71,48,76,Mobile,Low
1080,Programming,8,84,73,10,52.87,23,84,Desktop,High
1081,Data Science,11,175,69,7,44.45,49,88,Mobile,Low
1082,Business,6,87,99,4,93.49,35,68,Desktop,Medium
1083,Programming,5,99,87,4,90.86,30,52,Mobile,Low
1084,Programming,11,30,75,5,99.56,46,38,Desktop,Low
1085,Design,9,63,42,9,80.76,33,55,Mobile,Low
1086,Data Science,13,112,22,6,96.2,1,89,Mobile,High
1087,Programming,3,68,26,9,89.62,41,34,Desktop,Medium
1088,Business,12,81,57,6,90.67,2,43,Mobile,High
1089,Design,13,29,36,3,74.15,29,46,Mobile,Medium
1090,Data Science,13,121,5,5,62.94,7,68,Mobile,High
1091,AI & ML,10,68,64,6,96.07,6,94,Mobile,Medium
1092,Business,4,80,5,4,65.93,11,42,Tablet,Medium
1093,Programming,9,146,49,4,72.33,18,52,Mobile,Medium
1094,Programming,6,118,21,1,66.77,25,60,Tablet,Low
1095,Business,8,138,87,6,73.89,27,75,Tablet,High
1096,Programming,7,166,24,11,68.23,14,48,Mobile,Medium
1097,Design,11,65,78,5,42.88,13,50,Desktop,High
1098,Data Science,2,44,89,10,92.92,47,84,Desktop,Medium
1099,Design,3,132,71,0,66.66,13,37,Mobile,Low
1100,Programming,1,140,50,3,75.34,2,25,Tablet,Medium
1101,AI & ML,9,113,87,2,48.35,49,71,Desktop,Low
1102,Data Science,13,16,47,11,40.2,28,59,Mobile,Medium
1103,Data Science,7,36,69,2,54.72,5,84,Mobile,Medium
1104,Business,1,10,98,6,82.28,48,61,Tablet,High
1105,Business,3,96,64,10,45.95,22,87,Desktop,Low
1106,AI & ML,4,50,59,11,94.53,27,51,Mobile,Low
1107,Data Science,4,132,45,9,52.9,13,29,Desktop,Low
1108,AI & ML,5,84,35,3,52.28,13,88,Mobile,Low
1109,Business,14,51,57,11,50.89,19,28,Mobile,High
1110,Business,3,126,75,7,40.84,12,88,Mobile,High
1111,Data Science,3,170,37,10,86.31,26,80,Tablet,Medium
1112,Design,1,72,10,8,92.5,34,30,Tablet,High
1113,Programming,7,174,11,2,76.85,44,87,Tablet,Low
1114,Business,11,136,41,4,51.29,1,93,Desktop,Low
1115,Business,10,142,38,3,57.12,40,27,Tablet,Low
1116,Design,14,57,70,11,68.56,44,68,Tablet,High
1117,Design,1,12,10,9,97.26,39,43,Desktop,Medium
1118,AI & ML,2,125,35,5,54.84,47,52,Desktop,Medium
1119,AI & ML,13,108,51,10,83.9,23,38,Desktop,Low
1120,Programming,4,125,30,9,66.37,28,21,Desktop,Low
1121,Programming,13,23,32,3,57.87,2,74,Tablet,High
1122,Data Science,4,121,12,7,67.35,44,30,Tablet,Low
1123,AI & ML,5,70,17,2,44.27,3,36,Desktop,Medium
1124,Business,11,168,40,10,87.92,49,61,Tablet,Low
1125,AI & ML,2,104,57,4,54.6,1,80,Mobile,Low
1126,Business,4,26,55,0,83.52,19,22,Tablet,Medium
1127,Design,1,133,23,5,44.1,14,54,Mobile,Low
1128,AI & ML,2,33,72,10,97.31,48,85,Desktop,Medium
1129,Design,1,125,30,4,51.58,31,20,Desktop,Medium
1130,Programming,10,160,54,7,92.96,41,26,Tablet,Medium
1131,Programming,10,91,9,8,88.57,0,39,Desktop,Medium
1132,Data Science,13,59,59,7,98.07,37,62,Tablet,Medium
1133,AI & ML,4,88,1,7,68.67,34,25,Tablet,Low
1134,Design,4,88,14,11,83.64,6,74,Tablet,Medium
1135,Business,7,79,2,2,62.24,44,40,Tablet,Medium
1136,Programming,10,36,42,3,51.06,12,70,Mobile,Low
1137,Programming,11,24,30,10,66.58,48,65,Mobile,High
1138,Business,11,59,69,3,49.94,0,54,Desktop,Medium
1139,Design,9,45,66,10,98.92,13,27,Mobile,High
1140,Design,9,17,55,4,45.77,28,87,Desktop,High
1141,AI & ML,5,88,62,8,75.35,2,35,Desktop,Low
1142,AI & ML,10,140,74,11,77.59,45,86,Tablet,Medium
1143,Data Science,1,56,14,8,72.28,23,90,Tablet,Low
1144,Programming,1,114,91,9,79.73,0,83,Tablet,Low
1145,AI & ML,6,107,9,11,46.97,47,21,Tablet,High
1146,Design,2,105,37,0,73.3,9,20,Tablet,Medium
1147,Business,8,169,46,7,57.23,12,77,Tablet,Low
1148,Design,13,125,56,0,96.41,35,20,Mobile,Medium
1149,Programming,9,22,49,1,85.72,8,26,Desktop,High
1150,Design,13,10,70,6,98.35,13,88,Desktop,Medium
1151,Data Science,4,43,14,7,42.25,35,37,Tablet,Medium
1152,Programming,5,88,17,0,57.11,9,51,Mobile,Medium
1153,Business,11,87,81,2,51.73,39,64,Tablet,Low
1154,Data Science,8,130,87,6,40.67,22,52,Mobile,Low
1155,Programming,3,102,1,8,54.54,34,93,Mobile,Medium
1156,Business,5,107,83,7,80.73,6,92,Desktop,Low
1157,Data Science,3,91,97,7,53.87,41,68,Desktop,Medium
1158,Data Science,12,168,42,8,70.54,34,52,Mobile,Medium
1159,Programming,10,162,25,9,93.27,1,90,Desktop,Medium
1160,AI & ML,3,47,70,2,81.63,14,87,Mobile,Low
1161,Data Science,3,23,37,7,63.68,8,47,Mobile,Low
1162,Data Science,13,145,93,0,62.35,46,72,Mobile,Low
1163,Business,12,100,41,7,67.34,16,63,Desktop,Medium
1164,Design,7,63,4,6,50.62,38,99,Tablet,Low
1165,Programming,7,139,10,7,78.04,17,74,Desktop,Medium
1166,Programming,7,110,64,0,61.85,14,29,Tablet,Low
1167,AI & ML,10,98,33,5,91.14,17,33,Desktop,Medium
1168,AI & ML,8,65,0,6,85.39,23,55,Desktop,Low
1169,Programming,5,103,82,10,76.63,22,53,Tablet,Medium
1170,AI & ML,5,102,1,4,61.85,11,37,Mobile,Low
1171,Business,14,93,84,4,52.6,22,35,Tablet,Low
1172,Programming,4,94,19,6,86.57,20,56,Mobile,High
1173,AI & ML,7,31,60,10,69.18,25,60,Mobile,Low
1174,Programming,10,44,86,2,53.49,7,44,Desktop,Medium
1175,Design,4,25,20,5,51.71,29,27,Desktop,High
1176,Data Science,2,59,87,6,49.92,33,37,Desktop,Medium
1177,Programming,4,131,67,0,86.63,1,87,Desktop,High
1178,Data Science,13,137,11,11,53.74,4,67,Desktop,Low
1179,AI & ML,13,122,21,1,71.6,30,89,Tablet,Low
1180,Data Science,8,26,19,11,67.09,32,86,Tablet,Low
1181,Programming,9,89,81,3,74.78,3,37,Tablet,Low
1182,Design,3,139,0,7,92.63,5,37,Tablet,Low
1183,AI & ML,7,141,29,10,92.06,22,75,Desktop,Low
1184,Programming,14,94,96,9,67.06,44,42,Tablet,Medium
1185,AI & ML,12,176,23,5,40.92,18,54,Tablet,High
1186,Business,14,103,13,0,65.59,42,25,Mobile,Low
1187,Data Science,9,143,35,9,76.37,44,45,Desktop,Low
1188,Business,11,90,68,4,73.47,7,80,Tablet,Low
1189,Programming,4,78,74,6,79.08,38,34,Tablet,Low
1190,Design,10,78,23,5,49.24,12,51,Tablet,Medium
1191,AI & ML,3,157,59,11,78.79,0,31,Desktop,Low
1192,Data Science,5,25,94,8,50.96,5,24,Tablet,Low
1193,AI & ML,1,60,54,7,85.03,6,83,Mobile,Medium
1194,Programming,3,114,76,3,60.35,47,90,Desktop,High
1195,AI & ML,8,174,79,10,82.59,26,46,Mobile,Medium
1196,Data Science,11,179,23,11,42.87,14,98,Desktop,Medium
1197,Programming,8,75,76,4,64.47,33,64,Tablet,Low
1198,AI & ML,13,18,23,6,82.3,22,54,Desktop,Low
1199,Design,4,116,53,7,53.61,47,45,Desktop,Low
1200,Programming,2,109,25,4,87.72,48,42,Desktop,Low
1201,Programming,13,95,65,8,77.85,23,32,Mobile,High
1202,Design,8,73,79,9,75.25,14,22,Desktop,Medium
1203,Business,8,31,37,11,61.21,34,48,Tablet,Low
1204,Data Science,10,171,64,3,68.95,3,85,Desktop,Low
1205,Business,4,166,74,3,75.84,43,83,Desktop,Low
1206,AI & ML,3,175,50,7,68.35,36,47,Tablet,Medium
1207,Design,2,119,34,0,81.9,16,55,Tablet,Low
1208,Business,9,106,42,7,66.02,30,25,Mobile,Low
1209,Programming,1,27,28,4,52.14,37,30,Tablet,Medium
1210,AI & ML,7,80,36,10,52.84,9,57,Tablet,Low
1211,AI & ML,5,136,80,0,40.35,49,53,Tablet,Low
1212,Business,8,106,57,3,58.06,26,100,Desktop,Low
1213,Business,4,10,53,1,84.94,41,86,Mobile,Low
1214,Design,7,141,38,3,87.65,5,65,Tablet,Low
1215,Data Science,13,13,41,7,52.15,5,48,Tablet,Low
1216,Business,5,134,27,4,97.54,14,79,Tablet,Medium
1217,Business,14,91,28,0,70.14,3,73,Desktop,Medium
1218,Programming,5,36,42,6,95.02,47,88,Desktop,Medium
1219,AI & ML,14,68,2,0,82.41,39,93,Mobile,High
1220,Data Science,9,41,9,8,83.35,6,93,Mobile,Low
1221,Programming,9,170,58,2,45.1,48,28,Desktop,High
1222,Design,13,37,13,11,53.2,44,96,Tablet,Low
1223,Design,9,115,75,2,40.53,46,29,Tablet,Low
1224,Business,12,114,46,5,82.97,25,94,Mobile,Low
1225,Business,6,79,41,9,60.67,30,87,Tablet,Low
1226,Design,6,71,93,5,87.2,1,77,Desktop,High
1227,Business,5,43,31,10,60.34,27,71,Mobile,Low
1228,Data Science,9,96,31,10,89.16,41,53,Desktop,Low
1229,Business,10,123,41,5,47.84,12,54,Desktop,Low
1230,AI & ML,8,115,31,0,50.4,17,52,Tablet,Low
1231,Business,7,65,25,4,60.45,29,91,Desktop,Low
1232,Programming,7,122,0,11,64.51,10,51,Desktop,Low
1233,Data Science,6,22,55,5,60.92,12,74,Tablet,Low
1234,Programming,5,27,1,7,85.82,23,27,Desktop,High
1235,Programming,13,122,80,0,45.82,28,65,Tablet,Low
1236,AI & ML,4,48,29,4,61.07,4,33,Desktop,Low
1237,Data Science,3,179,70,2,90.23,34,27,Tablet,Medium
1238,Data Science,3,88,51,1,44.01,18,90,Tablet,High
1239,Data Science,6,155,90,10,96.54,12,96,Mobile,Low
1240,Data Science,4,160,8,7,99.18,4,73,Desktop,Low
1241,Data Science,12,39,21,6,45.31,43,40,Desktop,High
1242,AI & ML,12,107,33,9,57.48,13,94,Mobile,Low
1243,Business,6,67,48,6,62.34,37,33,Tablet,Medium
1244,Programming,3,76,0,4,86.58,21,94,Tablet,Low
1245,Data Science,4,80,72,11,75.76,8,21,Mobile,High
1246,Business,9,155,83,8,78.66,48,80,Mobile,High
1247,Business,5,115,52,4,85.45,39,36,Tablet,High
1248,Programming,13,16,82,1,47.08,25,97,Tablet,Low
1249,AI & ML,7,49,99,2,89.99,44,67,Mobile,Low
1250,Design,10,79,39,3,82.34,4,27,Desktop,Low
1251,Design,2,77,44,4,74.64,28,75,Tablet,High
1252,Business,14,58,67,2,93.38,21,36,Mobile,High
1253,Programming,14,61,8,11,82.02,48,88,Desktop,Low
1254,Design,5,123,21,6,52.1,2,31,Desktop,Medium
1255,Business,9,116,17,4,65.78,27,57,Desktop,Low
1256,AI & ML,11,38,75,4,69.64,37,37,Desktop,Low
1257,Design,3,158,42,5,43.31,13,45,Mobile,Medium
1258,Business,14,87,38,6,97.28,46,56,Tablet,Low
1259,Business,9,18,72,9,47.71,13,89,Desktop,Low
1260,Data Science,14,85,5,9,81.85,42,60,Desktop,Low
1261,AI & ML,11,51,82,7,70.37,10,98,Mobile,High
1262,Data Science,6,137,47,8,41.54,8,61,Desktop,High
1263,Programming,4,29,6,10,95.48,37,95,Mobile,High
1264,Data Science,7,164,79,3,91.11,46,60,Mobile,Medium
1265,Data Science,8,175,68,4,71.46,43,66,Tablet,Medium
1266,Design,6,81,15,4,53.74,5,33,Desktop,Low
1267,Business,5,74,0,7,47.3,0,20,Tablet,High
1268,AI & ML,6,122,36,8,61.8,24,36,Mobile,Medium
1269,Data Science,5,33,82,6,55.33,15,74,Desktop,Medium
1270,AI & ML,8,137,36,4,70.4,14,72,Mobile,Medium
1271,Data Science,1,92,80,2,97.98,33,50,Mobile,High
1272,Programming,11,72,63,0,74.5,16,81,Mobile,Low
1273,Data Science,7,69,89,10,93.4,2,27,Desktop,Low
1274,Design,10,108,85,8,79.05,2,49,Mobile,Medium
1275,Business,10,71,61,4,68.51,36,96,Mobile,High
1276,Programming,11,39,71,8,91.28,16,99,Desktop,Medium
1277,Data Science,2,31,60,9,68.28,48,85,Tablet,Low
1278,AI & ML,14,135,32,11,92.12,37,64,Mobile,Low
1279,Programming,9,166,65,3,57.49,0,37,Tablet,Medium
1280,Programming,1,178,29,4,47.73,6,64,Tablet,Medium
1281,Data Science,11,51,19,3,91.32,25,38,Tablet,Medium
1282,Programming,10,107,59,1,75.24,46,96,Tablet,Low
1283,AI & ML,6,40,81,11,93.35,38,87,Tablet,High
1284,Programming,9,167,73,0,96.27,18,69,Tablet,Medium
1285,AI & ML,1,121,23,7,43.22,29,44,Desktop,Medium
1286,Data Science,4,155,3,3,70.06,42,57,Desktop,Low
1287,Business,4,131,36,4,62.5,13,55,Tablet,Low
1288,Programming,9,26,3,5,77.55,12,87,Desktop,High
1289,Business,11,47,76,7,87.62,19,75,Desktop,Low
1290,AI & ML,5,151,88,10,56.84,25,58,Tablet,Medium
1291,Programming,5,119,76,7,73.41,26,82,Tablet,Low
1292,Design,6,31,17,6,82.52,24,26,Mobile,Medium
1293,Business,1,65,87,3,48.07,8,77,Desktop,Low
1294,Programming,1,128,65,5,88.84,40,99,Tablet,Low
1295,Business,9,156,47,3,76.37,47,78,Desktop,High
1296,Programming,3,66,32,6,96.97,11,67,Desktop,Medium
1297,Data Science,4,44,57,11,60.37,9,24,Desktop,Low
1298,Business,1,123,82,11,46.49,5,55,Mobile,Low
1299,Design,9,134,72,10,70.39,49,44,Tablet,High
1300,Design,8,138,27,0,45.15,33,64,Desktop,Low
1301,AI & ML,2,61,34,4,98.17,40,38,Tablet,Medium
1302,Programming,8,94,9,9,42.32,18,26,Desktop,Low
1303,Business,7,174,64,11,85.21,5,77,Tablet,High
1304,AI & ML,11,74,41,9,71.51,1,100,Tablet,Medium
1305,Business,6,138,84,3,62.12,14,85,Tablet,Medium
1306,Programming,1,30,8,10,43.95,16,99,Desktop,Low
1307,Design,7,25,59,6,77.33,15,58,Mobile,High
1308,Data Science,10,132,14,8,75.11,27,37,Tablet,Low
1309,Design,7,70,98,4,56.85,20,20,Mobile,High
1310,AI & ML,13,63,56,3,94.61,7,82,Tablet,Low
1311,Data Science,14,177,68,8,58.25,9,22,Mobile,Medium
1312,AI & ML,9,35,21,4,66.98,9,40,Tablet,Low
1313,Programming,1,89,63,8,72.63,49,49,Mobile,Medium
1314,Data Science,2,74,40,7,46.01,9,30,Tablet,Low
1315,AI & ML,11,109,86,3,95.93,8,41,Tablet,Low
1316,Programming,9,83,70,10,62.47,27,76,Mobile,Low
1317,Design,13,26,55,10,44.85,23,22,Tablet,Low
1318,Programming,9,130,22,6,63.24,18,49,Desktop,Low
1319,Business,13,32,24,4,76.01,32,64,Tablet,Low
1320,Programming,6,144,90,9,70.82,3,55,Tablet,High
1321,Programming,6,80,5,3,81.67,2,91,Desktop,Low
1322,Business,4,117,33,4,43.33,41,83,Desktop,Medium
1323,AI & ML,4,88,62,4,57.07,11,73,Desktop,Low
1324,AI & ML,5,171,8,10,89.15,17,87,Mobile,Medium
1325,Programming,3,55,59,8,44.79,22,69,Desktop,Low
1326,Business,1,87,48,11,91.33,19,50,Mobile,High
1327,Business,1,25,96,8,45.51,5,48,Desktop,High
1328,Design,12,80,50,5,90.07,33,78,Mobile,Low
1329,AI & ML,13,105,59,3,61.65,41,55,Desktop,Medium
1330,Data Science,7,156,69,1,76.73,1,96,Desktop,Low
1331,AI & ML,1,11,36,2,49.17,29,92,Tablet,Medium
1332,AI & ML,1,19,30,1,43.97,8,86,Desktop,Low
1333,Design,3,134,97,4,52.96,26,95,Tablet,Low
1334,Data Science,10,90,40,5,47.67,41,30,Desktop,Low
1335,Design,4,149,61,10,58.74,33,30,Desktop,Medium
1336,Data Science,4,79,92,4,70.86,39,45,Tablet,Low
1337,Programming,2,159,57,1,75.33,23,72,Tablet,Medium
1338,Data Science,1,41,13,11,87.39,48,33,Mobile,Medium
1339,Design,3,114,35,4,79.37,16,83,Tablet,Low
1340,AI & ML,11,93,35,8,76.53,28,99,Mobile,Medium
1341,Data Science,4,138,78,3,64.71,35,29,Desktop,High
1342,Data Science,3,67,7,11,68.43,49,50,Tablet,High
1343,Business,8,155,25,9,64.87,11,55,Tablet,Medium
1344,AI & ML,14,143,35,1,90.53,30,29,Desktop,Medium
1345,Programming,10,54,47,2,53.8,48,45,Desktop,Medium
1346,Design,1,106,84,2,40.34,8,39,Desktop,Low
1347,Programming,14,32,27,8,79.08,18,63,Desktop,Low
1348,AI & ML,2,32,67,3,52.15,45,81,Tablet,Low
1349,Data Science,13,163,61,0,93.41,45,92,Desktop,Low
1350,Data Science,7,144,79,0,91.54,16,98,Desktop,Low
1351,AI & ML,4,88,85,6,44.6,1,28,Tablet,High
1352,Data Science,8,53,75,6,46.38,39,90,Mobile,Low
1353,Data Science,11,36,79,1,69.71,4,43,Tablet,Medium
1354,Data Science,13,35,50,8,76.55,38,31,Mobile,Medium
1355,Design,3,106,41,8,56.49,47,79,Desktop,Low
1356,Design,6,45,100,4,83.01,15,97,Tablet,Low
1357,Business,9,118,28,2,75.69,16,35,Desktop,Medium
1358,Programming,1,64,81,2,59.49,26,48,Tablet,Medium
1359,AI & ML,1,78,9,11,41.52,6,51,Mobile,High
1360,AI & ML,8,70,38,2,85.01,7,54,Tablet,Low
1361,AI & ML,3,139,81,5,52.89,7,62,Desktop,High
